date,product_id,units_sold,sale_price,is_promo,lag_7,product_id_encoded
2023-05-04,PROD_001,14,65.56,0,14.0,0
2023-05-05,PROD_001,23,62.52,0,17.0,0
2023-05-06,PROD_001,33,63.98,0,27.0,0
2023-05-07,PROD_001,38,61.96,0,41.0,0
2023-05-08,PROD_001,49,58.86,1,22.0,0
2023-05-09,PROD_001,47,55.63,1,13.0,0
2023-05-10,PROD_001,29,63.36,0,33.0,0
2023-05-11,PROD_001,37,60.19,0,14.0,0
2023-05-12,PROD_001,18,63.83,0,23.0,0
2023-05-13,PROD_001,18,60.77,0,33.0,0
2023-05-14,PROD_001,18,65.74,0,38.0,0
2023-05-15,PROD_001,31,60.95,0,49.0,0
2023-05-16,PROD_001,13,61.21,0,47.0,0
2023-05-17,PROD_001,11,60.5,0,29.0,0
2023-05-18,PROD_001,19,61.57,0,37.0,0
2023-05-19,PROD_001,15,63.55,0,18.0,0
2023-05-20,PROD_001,36,56.86,1,18.0,0
2023-05-21,PROD_001,43,63.38,0,18.0,0
2023-05-22,PROD_001,38,57.73,1,31.0,0
2023-05-23,PROD_001,24,63.14,0,13.0,0
2023-05-24,PROD_001,39,59.34,1,11.0,0
2023-05-25,PROD_001,46,58.55,1,19.0,0
2023-05-26,PROD_001,46,54.96,1,15.0,0
2023-05-27,PROD_001,16,62.68,0,36.0,0
2023-05-28,PROD_001,18,64.38,0,43.0,0
2023-05-29,PROD_001,27,62.67,0,38.0,0
2023-05-30,PROD_001,22,59.36,1,24.0,0
2023-05-31,PROD_001,28,59.31,1,39.0,0
2023-06-01,PROD_001,24,65.11,0,46.0,0
2023-06-02,PROD_001,18,59.73,0,46.0,0
2023-06-03,PROD_001,18,65.8,0,16.0,0
2023-06-04,PROD_001,44,62.38,0,18.0,0
2023-06-05,PROD_001,57,57.3,1,27.0,0
2023-01-08,PROD_002,66,87.74,0,101.0,1
2023-01-09,PROD_002,88,82.47,1,32.0,1
2023-01-10,PROD_002,23,83.72,0,40.0,1
2023-01-11,PROD_002,98,69.85,1,56.0,1
2023-01-12,PROD_002,62,75.69,1,23.0,1
2023-01-13,PROD_002,68,77.55,1,89.0,1
2023-01-14,PROD_002,45,89.1,0,51.0,1
2023-01-15,PROD_002,105,84.95,0,66.0,1
2023-01-16,PROD_002,19,81.47,0,88.0,1
2023-01-17,PROD_002,33,89.73,0,23.0,1
2023-01-18,PROD_002,48,84.1,0,98.0,1
2023-01-19,PROD_002,99,82.66,1,62.0,1
2023-01-20,PROD_002,37,80.03,0,68.0,1
2023-01-21,PROD_002,155,80.06,1,45.0,1
2023-01-22,PROD_002,74,84.15,0,105.0,1
2023-01-23,PROD_002,59,72.54,1,19.0,1
2023-01-24,PROD_002,39,71.86,1,33.0,1
2023-01-25,PROD_002,104,80.58,1,48.0,1
2023-01-26,PROD_002,56,79.77,1,99.0,1
2023-01-27,PROD_002,45,86.96,0,37.0,1
2023-01-28,PROD_002,87,80.41,1,155.0,1
2023-01-29,PROD_002,47,85.27,0,74.0,1
2023-01-30,PROD_002,88,83.64,1,59.0,1
2023-01-31,PROD_002,76,86.66,0,39.0,1
2023-02-01,PROD_002,60,83.32,0,104.0,1
2023-02-02,PROD_002,91,80.33,1,56.0,1
2023-02-03,PROD_002,93,80.66,1,45.0,1
2023-02-04,PROD_002,131,76.82,1,87.0,1
2023-02-05,PROD_002,64,92.16,0,47.0,1
2023-02-06,PROD_002,38,87.43,0,88.0,1
2023-02-07,PROD_002,111,78.93,1,76.0,1
2023-02-08,PROD_002,36,86.17,0,60.0,1
2023-02-09,PROD_002,68,85.33,0,91.0,1
2023-02-10,PROD_002,71,89.43,0,93.0,1
2023-02-11,PROD_002,121,80.5,1,131.0,1
2023-02-12,PROD_002,75,87.27,0,64.0,1
2023-02-13,PROD_002,78,79.25,1,38.0,1
2023-02-14,PROD_002,73,73.5,1,111.0,1
2023-02-15,PROD_002,152,71.44,1,36.0,1
2023-02-16,PROD_002,97,70.9,1,68.0,1
2023-02-17,PROD_002,27,86.66,0,71.0,1
2023-02-18,PROD_002,67,88.78,0,121.0,1
2023-02-19,PROD_002,60,86.85,0,75.0,1
2023-02-20,PROD_002,54,84.0,0,78.0,1
2023-02-21,PROD_002,76,88.16,0,73.0,1
2023-02-22,PROD_002,45,84.19,0,152.0,1
2023-02-23,PROD_002,83,86.03,1,97.0,1
2023-02-24,PROD_002,39,87.19,0,27.0,1
2023-02-25,PROD_002,127,85.94,0,67.0,1
2023-02-26,PROD_002,108,85.41,0,60.0,1
2023-02-27,PROD_002,44,89.63,0,54.0,1
2023-02-28,PROD_002,85,77.89,1,76.0,1
2023-03-01,PROD_002,48,84.54,0,45.0,1
2023-03-02,PROD_002,62,86.31,0,83.0,1
2023-03-03,PROD_002,104,81.73,1,39.0,1
2023-03-04,PROD_002,60,81.24,0,127.0,1
2023-03-05,PROD_002,40,85.81,0,108.0,1
2023-03-06,PROD_002,115,85.32,0,44.0,1
2023-03-07,PROD_002,144,73.46,1,85.0,1
2023-03-08,PROD_002,117,80.5,1,48.0,1
2023-03-09,PROD_002,101,85.31,0,62.0,1
2023-03-10,PROD_002,60,77.54,1,104.0,1
2023-03-11,PROD_002,147,79.01,1,60.0,1
2023-03-12,PROD_002,163,72.41,1,40.0,1
2023-03-13,PROD_002,66,84.14,0,115.0,1
2023-03-14,PROD_002,82,87.75,0,144.0,1
2023-03-15,PROD_002,82,84.08,0,117.0,1
2023-03-16,PROD_002,48,82.65,0,101.0,1
2023-03-17,PROD_002,87,83.62,0,60.0,1
2023-03-18,PROD_002,53,85.65,0,147.0,1
2023-03-19,PROD_002,114,79.18,1,163.0,1
2023-03-20,PROD_002,37,90.94,0,66.0,1
2023-03-21,PROD_002,68,85.06,0,82.0,1
2023-03-22,PROD_002,35,85.8,0,82.0,1
2023-03-23,PROD_002,88,85.44,0,48.0,1
2023-03-24,PROD_002,109,83.08,1,87.0,1
2023-03-25,PROD_002,128,81.04,1,53.0,1
2023-03-26,PROD_002,52,88.1,0,114.0,1
2023-03-27,PROD_002,100,87.12,0,37.0,1
2023-03-28,PROD_002,94,87.07,0,68.0,1
2023-03-29,PROD_002,30,88.1,0,35.0,1
2023-03-30,PROD_002,23,87.81,0,88.0,1
2023-03-31,PROD_002,50,84.92,0,109.0,1
2023-04-01,PROD_002,134,85.64,0,128.0,1
2023-04-02,PROD_002,30,85.24,0,52.0,1
2023-04-03,PROD_002,99,84.87,0,100.0,1
2023-04-04,PROD_002,35,84.3,0,94.0,1
2023-04-05,PROD_002,116,77.56,1,30.0,1
2023-04-06,PROD_002,134,84.62,1,23.0,1
2023-04-07,PROD_002,92,82.56,0,50.0,1
2023-04-08,PROD_002,131,85.91,0,134.0,1
2023-04-09,PROD_002,54,78.64,1,30.0,1
2023-04-10,PROD_002,115,76.05,1,99.0,1
2023-04-11,PROD_002,35,86.53,0,35.0,1
2023-04-12,PROD_002,92,79.59,1,116.0,1
2023-04-13,PROD_002,69,78.82,1,134.0,1
2023-04-14,PROD_002,29,84.23,0,92.0,1
2023-04-15,PROD_002,111,80.73,1,131.0,1
2023-04-16,PROD_002,65,81.7,0,54.0,1
2023-04-17,PROD_002,93,85.82,0,115.0,1
2023-04-18,PROD_002,49,87.92,0,35.0,1
2023-04-19,PROD_002,132,82.36,1,92.0,1
2023-04-20,PROD_002,34,87.3,0,69.0,1
2023-04-21,PROD_002,64,88.21,0,29.0,1
2023-04-22,PROD_002,82,85.94,0,111.0,1
2023-04-23,PROD_002,86,78.93,1,65.0,1
2023-04-24,PROD_002,70,84.75,0,93.0,1
2023-04-25,PROD_002,57,88.93,0,49.0,1
2023-04-26,PROD_002,38,86.64,0,132.0,1
2023-04-27,PROD_002,106,88.85,0,34.0,1
2023-04-28,PROD_002,51,87.75,0,64.0,1
2023-04-29,PROD_002,82,78.31,1,82.0,1
2023-04-30,PROD_002,186,81.3,1,86.0,1
2023-05-01,PROD_002,98,83.62,1,70.0,1
2023-05-02,PROD_002,65,75.69,1,57.0,1
2023-05-03,PROD_002,106,72.96,1,38.0,1
2023-05-04,PROD_002,80,86.02,0,106.0,1
2023-05-05,PROD_002,47,89.5,0,51.0,1
2023-05-06,PROD_002,96,86.84,0,82.0,1
2023-05-07,PROD_002,166,68.44,1,186.0,1
2023-05-08,PROD_002,62,88.1,0,98.0,1
2023-05-09,PROD_002,33,73.92,1,65.0,1
2023-05-10,PROD_002,37,84.49,0,106.0,1
2023-05-11,PROD_002,37,80.59,0,80.0,1
2023-05-12,PROD_002,57,86.91,0,47.0,1
2023-05-13,PROD_002,102,79.66,1,96.0,1
2023-05-14,PROD_002,82,80.69,1,166.0,1
2023-05-15,PROD_002,38,80.88,0,62.0,1
2023-05-16,PROD_002,32,83.56,0,33.0,1
2023-05-17,PROD_002,60,81.1,0,37.0,1
2023-05-18,PROD_002,58,88.69,0,37.0,1
2023-05-19,PROD_002,61,82.51,0,57.0,1
2023-05-20,PROD_002,114,86.09,0,102.0,1
2023-05-21,PROD_002,118,85.91,0,82.0,1
2023-05-22,PROD_002,82,77.87,1,38.0,1
2023-05-23,PROD_002,71,89.32,0,32.0,1
2023-05-24,PROD_002,100,78.98,1,60.0,1
2023-05-25,PROD_002,79,85.05,0,58.0,1
2023-05-26,PROD_002,80,78.82,1,61.0,1
2023-05-27,PROD_002,44,71.74,1,114.0,1
2023-05-28,PROD_002,40,88.43,0,118.0,1
2023-05-29,PROD_002,79,85.27,0,82.0,1
2023-05-30,PROD_002,38,87.89,0,71.0,1
2023-05-31,PROD_002,84,75.02,1,100.0,1
2023-06-01,PROD_002,83,87.38,0,79.0,1
2023-06-02,PROD_002,18,85.32,0,80.0,1
2023-06-03,PROD_002,97,73.8,1,44.0,1
2023-06-04,PROD_002,41,87.85,0,40.0,1
2023-06-05,PROD_002,86,86.9,0,79.0,1
2023-01-08,PROD_003,102,57.67,1,78.0,2
2023-01-09,PROD_003,80,54.94,1,26.0,2
2023-01-10,PROD_003,58,63.05,0,45.0,2
2023-01-11,PROD_003,20,66.1,0,76.0,2
2023-01-12,PROD_003,29,64.96,0,29.0,2
2023-01-13,PROD_003,18,59.64,0,50.0,2
2023-01-14,PROD_003,91,58.06,1,24.0,2
2023-01-15,PROD_003,30,52.04,1,102.0,2
2023-01-16,PROD_003,17,65.78,0,80.0,2
2023-01-17,PROD_003,22,65.04,0,58.0,2
2023-01-18,PROD_003,68,56.11,1,20.0,2
2023-01-19,PROD_003,65,62.45,0,29.0,2
2023-01-20,PROD_003,62,55.12,1,18.0,2
2023-01-21,PROD_003,80,62.62,0,91.0,2
2023-01-22,PROD_003,36,64.38,0,30.0,2
2023-01-23,PROD_003,33,62.12,0,17.0,2
2023-01-24,PROD_003,34,60.95,0,22.0,2
2023-01-25,PROD_003,56,57.07,1,68.0,2
2023-01-26,PROD_003,50,62.9,0,65.0,2
2023-01-27,PROD_003,22,64.88,0,62.0,2
2023-01-28,PROD_003,25,60.4,0,80.0,2
2023-01-29,PROD_003,46,63.14,0,36.0,2
2023-01-30,PROD_003,33,61.24,0,33.0,2
2023-01-31,PROD_003,72,58.41,1,34.0,2
2023-02-01,PROD_003,49,55.68,1,56.0,2
2023-02-02,PROD_003,92,49.26,1,50.0,2
2023-02-03,PROD_003,19,62.28,0,22.0,2
2023-02-04,PROD_003,46,62.09,0,25.0,2
2023-02-05,PROD_003,45,60.2,0,46.0,2
2023-02-06,PROD_003,71,59.38,1,33.0,2
2023-02-07,PROD_003,55,61.8,0,72.0,2
2023-02-08,PROD_003,28,62.6,0,49.0,2
2023-02-09,PROD_003,57,61.73,0,92.0,2
2023-02-10,PROD_003,37,66.08,0,19.0,2
2023-02-11,PROD_003,84,59.14,1,46.0,2
2023-02-12,PROD_003,23,66.0,0,45.0,2
2023-02-13,PROD_003,18,59.84,0,71.0,2
2023-02-14,PROD_003,42,54.25,1,55.0,2
2023-02-15,PROD_003,76,55.06,1,28.0,2
2023-02-16,PROD_003,80,60.91,1,57.0,2
2023-02-17,PROD_003,36,51.51,1,37.0,2
2023-02-18,PROD_003,84,59.27,1,84.0,2
2023-02-19,PROD_003,46,58.85,0,23.0,2
2023-02-20,PROD_003,22,53.19,1,18.0,2
2023-02-21,PROD_003,29,53.28,1,42.0,2
2023-02-22,PROD_003,61,59.33,1,76.0,2
2023-02-23,PROD_003,28,61.67,0,80.0,2
2023-02-24,PROD_003,53,55.66,1,36.0,2
2023-02-25,PROD_003,31,61.13,0,84.0,2
2023-02-26,PROD_003,88,46.76,1,46.0,2
2023-02-27,PROD_003,51,61.24,0,22.0,2
2023-02-28,PROD_003,28,65.14,0,29.0,2
2023-03-01,PROD_003,13,61.71,0,61.0,2
2023-03-02,PROD_003,65,61.72,1,28.0,2
2023-03-03,PROD_003,31,63.91,0,53.0,2
2023-03-04,PROD_003,36,59.94,0,31.0,2
2023-03-05,PROD_003,105,54.77,1,88.0,2
2023-03-06,PROD_003,45,64.92,0,51.0,2
2023-03-07,PROD_003,55,62.67,0,28.0,2
2023-03-08,PROD_003,21,62.02,0,13.0,2
2023-03-09,PROD_003,33,61.74,0,65.0,2
2023-03-10,PROD_003,34,55.36,1,31.0,2
2023-03-11,PROD_003,51,57.17,1,36.0,2
2023-03-12,PROD_003,73,63.34,0,105.0,2
2023-03-13,PROD_003,37,53.42,1,45.0,2
2023-03-14,PROD_003,29,60.58,0,55.0,2
2023-03-15,PROD_003,62,60.66,0,21.0,2
2023-03-16,PROD_003,25,54.98,1,33.0,2
2023-03-17,PROD_003,40,58.46,1,34.0,2
2023-03-18,PROD_003,37,62.18,0,51.0,2
2023-03-19,PROD_003,82,63.02,0,73.0,2
2023-03-20,PROD_003,31,66.32,0,37.0,2
2023-03-21,PROD_003,42,61.84,0,29.0,2
2023-03-22,PROD_003,44,58.23,1,62.0,2
2023-03-23,PROD_003,44,63.14,0,25.0,2
2023-03-24,PROD_003,61,56.1,1,40.0,2
2023-03-25,PROD_003,39,61.84,0,37.0,2
2023-03-26,PROD_003,122,56.11,1,82.0,2
2023-03-27,PROD_003,46,61.88,0,31.0,2
2023-03-28,PROD_003,26,61.41,0,42.0,2
2023-03-29,PROD_003,48,61.2,0,44.0,2
2023-03-30,PROD_003,35,61.81,0,44.0,2
2023-03-31,PROD_003,40,62.22,0,61.0,2
2023-04-01,PROD_003,64,62.43,0,39.0,2
2023-04-02,PROD_003,56,58.38,1,122.0,2
2023-04-03,PROD_003,80,57.19,1,46.0,2
2023-04-04,PROD_003,46,57.37,1,26.0,2
2023-04-05,PROD_003,50,63.62,0,48.0,2
2023-04-06,PROD_003,25,60.11,0,35.0,2
2023-04-07,PROD_003,51,58.95,1,40.0,2
2023-04-08,PROD_003,24,62.62,0,64.0,2
2023-04-09,PROD_003,72,56.82,1,56.0,2
2023-04-10,PROD_003,72,57.36,1,80.0,2
2023-04-11,PROD_003,53,57.26,1,46.0,2
2023-04-12,PROD_003,39,62.21,0,50.0,2
2023-04-13,PROD_003,72,58.48,1,25.0,2
2023-04-14,PROD_003,52,54.62,1,51.0,2
2023-04-15,PROD_003,82,59.21,1,24.0,2
2023-04-16,PROD_003,104,61.09,1,72.0,2
2023-04-17,PROD_003,65,62.58,0,72.0,2
2023-04-18,PROD_003,63,58.48,1,53.0,2
2023-04-19,PROD_003,38,61.95,0,39.0,2
2023-04-20,PROD_003,42,52.96,1,72.0,2
2023-04-21,PROD_003,46,58.5,1,52.0,2
2023-04-22,PROD_003,78,58.32,1,82.0,2
2023-04-23,PROD_003,67,61.83,0,104.0,2
2023-04-24,PROD_003,52,62.54,0,65.0,2
2023-04-25,PROD_003,51,65.75,0,63.0,2
2023-04-26,PROD_003,22,63.22,0,38.0,2
2023-04-27,PROD_003,41,57.35,1,42.0,2
2023-04-28,PROD_003,22,65.33,0,46.0,2
2023-04-29,PROD_003,31,60.76,0,78.0,2
2023-04-30,PROD_003,99,57.57,1,67.0,2
2023-05-01,PROD_003,68,58.96,1,52.0,2
2023-05-02,PROD_003,82,53.45,1,51.0,2
2023-05-03,PROD_003,59,65.24,0,22.0,2
2023-05-04,PROD_003,55,64.49,0,41.0,2
2023-05-05,PROD_003,68,58.39,1,22.0,2
2023-05-06,PROD_003,55,58.36,1,31.0,2
2023-05-07,PROD_003,34,62.08,0,99.0,2
2023-05-08,PROD_003,61,56.94,1,68.0,2
2023-05-09,PROD_003,14,62.68,0,82.0,2
2023-05-10,PROD_003,39,63.54,0,59.0,2
2023-05-11,PROD_003,92,58.63,1,55.0,2
2023-05-12,PROD_003,41,64.4,0,68.0,2
2023-05-13,PROD_003,67,58.69,1,55.0,2
2023-05-14,PROD_003,59,57.67,1,34.0,2
2023-05-15,PROD_003,41,63.19,0,61.0,2
2023-05-16,PROD_003,83,56.03,1,14.0,2
2023-05-17,PROD_003,41,61.64,0,39.0,2
2023-05-18,PROD_003,15,61.18,0,92.0,2
2023-05-19,PROD_003,32,65.3,0,41.0,2
2023-05-20,PROD_003,59,62.81,0,67.0,2
2023-05-21,PROD_003,55,60.32,0,59.0,2
2023-05-22,PROD_003,24,65.03,0,41.0,2
2023-05-23,PROD_003,49,58.21,1,83.0,2
2023-05-24,PROD_003,31,65.32,0,41.0,2
2023-05-25,PROD_003,55,60.84,0,15.0,2
2023-05-26,PROD_003,55,59.27,1,32.0,2
2023-05-27,PROD_003,58,64.35,0,59.0,2
2023-05-28,PROD_003,63,63.25,0,55.0,2
2023-05-29,PROD_003,72,58.96,1,24.0,2
2023-05-30,PROD_003,80,58.67,1,49.0,2
2023-05-31,PROD_003,54,62.17,0,31.0,2
2023-06-01,PROD_003,61,59.98,1,55.0,2
2023-06-02,PROD_003,72,60.44,1,55.0,2
2023-06-03,PROD_003,47,60.2,0,58.0,2
2023-06-04,PROD_003,59,63.78,0,63.0,2
2023-06-05,PROD_003,62,63.11,0,72.0,2
2023-01-08,PROD_004,49,67.29,1,19.0,3
2023-01-09,PROD_004,23,80.54,0,46.0,3
2023-01-10,PROD_004,20,75.24,0,42.0,3
2023-01-11,PROD_004,28,75.08,0,43.0,3
2023-01-12,PROD_004,35,80.06,0,23.0,3
2023-01-13,PROD_004,16,68.5,1,30.0,3
2023-01-14,PROD_004,41,70.93,1,49.0,3
2023-01-15,PROD_004,10,80.08,0,49.0,3
2023-01-16,PROD_004,33,78.16,0,23.0,3
2023-01-17,PROD_004,23,77.06,0,20.0,3
2023-01-18,PROD_004,59,70.31,1,28.0,3
2023-01-19,PROD_004,13,76.34,0,35.0,3
2023-01-20,PROD_004,33,70.08,1,16.0,3
2023-01-21,PROD_004,60,76.57,1,41.0,3
2023-01-22,PROD_004,43,58.4,1,10.0,3
2023-01-23,PROD_004,29,80.08,0,33.0,3
2023-01-24,PROD_004,17,75.1,0,23.0,3
2023-01-25,PROD_004,12,76.76,0,59.0,3
2023-01-26,PROD_004,17,81.37,0,13.0,3
2023-01-27,PROD_004,22,75.03,0,33.0,3
2023-01-28,PROD_004,38,77.74,0,60.0,3
2023-01-29,PROD_004,20,80.43,0,43.0,3
2023-01-30,PROD_004,25,72.45,1,29.0,3
2023-01-31,PROD_004,12,77.38,0,17.0,3
2023-02-01,PROD_004,58,72.53,1,12.0,3
2023-02-02,PROD_004,13,81.12,0,17.0,3
2023-02-03,PROD_004,16,76.04,0,22.0,3
2023-02-04,PROD_004,44,77.65,0,38.0,3
2023-02-05,PROD_004,33,68.36,1,20.0,3
2023-02-06,PROD_004,41,77.8,0,25.0,3
2023-02-07,PROD_004,21,79.81,0,12.0,3
2023-02-08,PROD_004,52,76.82,1,58.0,3
2023-02-09,PROD_004,51,79.99,0,13.0,3
2023-02-10,PROD_004,19,80.68,0,16.0,3
2023-02-11,PROD_004,37,77.47,0,44.0,3
2023-02-12,PROD_004,55,80.14,0,33.0,3
2023-02-13,PROD_004,18,76.76,0,41.0,3
2023-02-14,PROD_004,23,77.88,0,21.0,3
2023-02-15,PROD_004,71,74.93,1,52.0,3
2023-02-16,PROD_004,13,75.64,0,51.0,3
2023-02-17,PROD_004,34,80.82,0,19.0,3
2023-02-18,PROD_004,19,81.07,0,37.0,3
2023-02-19,PROD_004,21,79.2,0,55.0,3
2023-02-20,PROD_004,24,82.34,0,18.0,3
2023-02-21,PROD_004,71,71.76,1,23.0,3
2023-02-22,PROD_004,12,74.27,0,71.0,3
2023-02-23,PROD_004,34,80.01,0,13.0,3
2023-02-24,PROD_004,39,80.02,0,34.0,3
2023-02-25,PROD_004,62,79.87,0,19.0,3
2023-02-26,PROD_004,29,73.56,1,21.0,3
2023-02-27,PROD_004,31,77.91,0,24.0,3
2023-02-28,PROD_004,33,77.88,0,71.0,3
2023-03-01,PROD_004,38,77.56,0,12.0,3
2023-03-02,PROD_004,41,71.99,1,34.0,3
2023-03-03,PROD_004,66,74.76,1,39.0,3
2023-03-04,PROD_004,29,79.32,0,62.0,3
2023-03-05,PROD_004,28,76.57,0,29.0,3
2023-03-06,PROD_004,46,69.55,1,31.0,3
2023-03-07,PROD_004,23,80.28,0,33.0,3
2023-03-08,PROD_004,39,68.36,1,38.0,3
2023-03-09,PROD_004,68,75.18,1,41.0,3
2023-03-10,PROD_004,21,79.98,0,66.0,3
2023-03-11,PROD_004,39,75.56,0,29.0,3
2023-03-12,PROD_004,47,77.28,0,28.0,3
2023-03-13,PROD_004,49,77.4,0,46.0,3
2023-03-14,PROD_004,17,73.09,1,23.0,3
2023-03-15,PROD_004,43,65.2,1,39.0,3
2023-03-16,PROD_004,13,76.4,0,68.0,3
2023-03-17,PROD_004,25,78.68,0,21.0,3
